"Rank","Name","Tm","Vote Pts","1st Place","Share","WAR","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G","GS","SV","IP","H","HR","BB","SO","Year"
"13","Jim Piersall","CLE","10.0","0.0","4%","4.8","121","484","81","156","6","40","8","43",".322",".378",".442",".820","0","0","0","0","0","0","0","0","0","0","0","0",1961
"14","Steve Barber","BAL","7.0","0.0","3%","3.8","37","80","6","13","2","6","0","5",".163",".221",".250",".471","18","12","3.33","1.305","37","34","1","248.1","194","13","130","150",1961
"14","Don Schwall","BOS","7.0","0.0","3%","3.5","27","61","5","11","0","6","0","1",".180",".194",".213",".407","15","7","3.22","1.550","25","25","0","178.2","167","8","110","91",1961
"14","Norm Siebern","KCA","7.0","0.0","3%","2.5","153","560","68","166","18","98","2","82",".296",".384",".475",".859","0","0","0","0","0","0","0","0","0","0","0","0",1961
"17","Dick Donovan","WSA","5.0","0.0","2%","4.4","24","56","6","10","1","7","0","6",".179",".258",".250",".508","10","10","2.40","1.026","23","22","0","168.2","138","10","35","62",1961
"17","Bubba Phillips","CLE","5.0","0.0","2%","1.0","143","546","64","144","18","72","1","29",".264",".305",".408",".714","0","0","0","0","0","0","0","0","0","0","0","0",1961
"19","Brooks Robinson","BAL","4.0","0.0","1%","3.5","163","668","89","192","7","61","1","47",".287",".334",".397",".730","0","0","0","0","0","0","0","0","0","0","0","0",1961
"19","Chuck Schilling","BOS","4.0","0.0","1%","2.8","158","646","87","167","5","62","7","78",".259",".340",".327",".666","0","0","0","0","0","0","0","0","0","0","0","0",1961
"21","Tom Morgan","LAA","3.0","0.0","1%","2.8","59","12","1","1","0","0","0","1",".083",".154",".083",".237","8","2","2.36","0.993","59","0","10","91.2","74","7","17","39",1961
"21","Al Smith","CHW","3.0","0.0","1%","2.5","147","532","88","148","28","93","4","56",".278",".348",".506",".854","0","0","0","0","0","0","0","0","0","0","0","0",1961
"23","Yogi Berra","NYY","2.0","0.0","1%","2.1","119","395","62","107","22","61","2","35",".271",".330",".466",".795","0","0","0","0","0","0","0","0","0","0","0","0",1961
"24","Bobby Richardson","NYY","1.0","0.0","0%","-0.7","162","662","80","173","3","49","9","30",".261",".295",".316",".610","0","0","0","0","0","0","0","0","0","0","0","0",1961
"24","John Romano","CLE","1.0","0.0","0%","4.6","142","509","76","152","21","80","0","61",".299",".377",".483",".860","0","0","0","0","0","0","0","0","0","0","0","0",1961
"24","Lee Thomas","TOT","1.0","0.0","0%","2.1","132","452","77","129","24","70","0","47",".285",".353",".491",".844","0","0","0","0","0","0","0","0","0","0","0","0",1961
"24","Hoyt Wilhelm","BAL","1.0","0.0","0%","2.6","51","20","1","1","0","2","0","2",".050",".136",".050",".186","9","7","2.30","1.185","51","1","18","109.2","89","5","41","87",1961
"1","Mickey Mantle","NYY","234.0","13.0","84%","6.0","123","377","96","121","30","89","9","122",".321",".486",".605","1.091","0","0","0","0","0","0","0","0","0","0","0","0",1962
"2","Bobby Richardson","NYY","152.0","5.0","54%","3.2","161","692","99","209","8","59","11","37",".302",".337",".406",".743","0","0","0","0","0","0","0","0","0","0","0","0",1962
"3","Harmon Killebrew","MIN","99.0","1.0","35%","2.8","155","552","85","134","48","126","1","106",".243",".366",".545",".912","0","0","0","0","0","0","0","0","0","0","0","0",1962
"4","Leon Wagner","LAA","85.0","0.0","30%","2.0","160","612","96","164","37","107","7","50",".268",".326",".500",".826","0","0","0","0","0","0","0","0","0","0","0","0",1962
"5","Dick Donovan","CLE","64.0","0.0","23%","3.9","34","89","8","16","4","9","0","7",".180",".255",".326",".581","20","10","3.59","1.205","34","34","0","250.2","255","23","47","94",1962
"6","Al Kaline","DET","58.0","0.0","21%","4.4","100","398","78","121","29","94","4","47",".304",".376",".593",".969","0","0","0","0","0","0","0","0","0","0","0","0",1962
"7","Norm Siebern","KCA","53.0","0.0","19%","5.5","162","600","114","185","25","117","3","110",".308",".412",".495",".907","0","0","0","0","0","0","0","0","0","0","0","0",1962
"8","Rich Rollins","MIN","47.0","0.0","17%","3.9","159","624","96","186","16","96","3","75",".298",".374",".428",".802","0","0","0","0","0","0","0","0","0","0","0","0",1962
"9","Brooks Robinson","BAL","41.0","0.0","15%","6.1","162","634","77","192","23","86","3","42",".303",".342",".486",".828","0","0","0","0","0","0","0","0","0","0","0","0",1962
"10","Floyd Robinson","CHW","33.0","0.0","12%","3.6","156","600","89","187","11","109","4","72",".312",".384",".475",".859","0","0","0","0","0","0","0","0","0","0","0","0",1962
"11","Lee Thomas","LAA","32.0","0.0","11%","2.2","160","583","88","169","26","104","6","55",".290",".355",".467",".821","0","0","0","0","0","0","0","0","0","0","0","0",1962
"12","Tom Tresh","NYY","30.0","1.0","11%","4.3","157","622","94","178","20","93","4","67",".286",".359",".441",".800","0","0","0","0","0","0","0","0","0","0","0","0",1962
"13","Billy Moran","LAA","28.0","0.0","10%","3.3","160","659","90","186","17","74","5","39",".282",".324",".407",".731","0","0","0","0","0","0","0","0","0","0","0","0",1962
"14","Ralph Terry","NYY","19.0","0.0","7%","3.9","43","106","6","20","0","7","0","2",".189",".218",".189",".407","23","12","3.19","1.051","43","39","2","298.2","257","40","57","176",1962
"15","Camilo Pascual","MIN","14.0","0.0","5%","6.1","34","97","9","26","2","19","0","6",".268",".311",".371",".682","20","11","3.32","1.145","34","33","0","257.2","236","25","59","206",1962
"16","Rocky Colavito","DET","13.0","0.0","5%","5.7","161","601","90","164","37","112","2","96",".273",".371",".514",".885","0","0","0","0","0","0","0","0","0","0","0","0",1962
"17","Hank Aguirre","DET","10.0","0.0","4%","6.2","42","75","0","2","0","1","0","1",".027",".039",".027",".066","16","8","2.21","1.051","42","22","3","216.0","162","14","65","156",1962
"18","Joe Cunningham","CHW","9.0","0.0","3%","4.3","149","526","91","155","8","70","3","101",".295",".410",".428",".837","0","0","0","0","0","0","0","0","0","0","0","0",1962
"18","Pete Runnels","BOS","9.0","0.0","3%","3.4","152","562","80","183","10","60","3","79",".326",".408",".456",".863","0","0","0","0","0","0","0","0","0","0","0","0",1962
"18","Carl Yastrzemski","BOS","9.0","0.0","3%","4.2","160","646","99","191","19","94","7","66",".296",".363",".469",".832","0","0","0","0","0","0","0","0","0","0","0","0",1962
"21","Jim Bunning","DET","8.0","0.0","3%","5.3","43","95","9","23","1","5","0","1",".242",".255",".316",".571","19","10","3.59","1.302","41","35","6","258.0","262","28","74","184",1962
"21","Vic Power","MIN","8.0","0.0","3%","1.5","144","611","80","177","16","63","7","22",".290",".316",".421",".737","0","0","0","0","0","0","0","0","0","0","0","0",1962
"21","Dick Radatz","BOS","8.0","0.0","3%","5.2","62","31","0","3","0","6","0","1",".097",".125",".097",".222","9","6","2.24","1.083","62","0","24","124.2","95","9","40","144",1962
"21","Zoilo Versalles","MIN","8.0","0.0","3%","2.0","160","568","69","137","17","67","5","37",".241",".287",".373",".660","0","0","0","0","0","0","0","0","0","0","0","0",1962
"25","Jerry Lumpe","KCA","7.0","0.0","3%","3.9","156","641","89","193","10","83","0","44",".301",".341",".432",".774","0","0","0","0","0","0","0","0","0","0","0","0",1962
"26","Eddie Bressoud","BOS","6.0","0.0","2%","4.9","153","599","79","166","14","68","2","46",".277",".329",".444",".773","0","0","0","0","0","0","0","0","0","0","0","0",1962
"26","Whitey Ford","NYY","6.0","0.0","2%","4.9","38","85","5","10","0","5","1","8",".118",".198",".141",".339","17","8","2.90","1.211","38","37","0","257.2","243","22","69","160",1962
"26","Buck Rodgers","LAA","6.0","0.0","2%","1.2","155","565","65","146","6","61","1","45",".258",".309",".372",".681","0","0","0","0","0","0","0","0","0","0","0","0",1962
"29","Ray Herbert","CHW","5.0","0.0","2%","5.2","35","82","6","16","2","9","0","5",".195",".247",".329",".576","20","9","3.27","1.276","35","35","0","236.2","228","13","74","115",1962
"29","Chuck Hinton","WSA","5.0","0.0","2%","2.3","151","542","73","168","17","75","28","47",".310",".361",".472",".834","0","0","0","0","0","0","0","0","0","0","0","0",1962
"31","Norm Cash","DET","3.0","0.0","1%","3.6","148","507","94","123","39","89","6","104",".243",".382",".513",".894","0","0","0","0","0","0","0","0","0","0","0","0",1962
"31","Frank Malzone","BOS","3.0","0.0","1%","2.8","156","619","74","175","21","95","0","35",".283",".319",".426",".745","0","0","0","0","0","0","0","0","0","0","0","0",1962
"33","Al Smith","CHW","1.0","0.0","0%","2.2","142","511","62","149","16","82","3","57",".292",".363",".462",".825","0","0","0","0","0","0","0","0","0","0","0","0",1962
"1","Elston Howard","NYY","248.0","15.0","89%","5.2","135","487","75","140","28","85","0","35",".287",".342",".528",".869","0","0","0","0","0","0","0","0","0","0","0","0",1963
"2","Al Kaline","DET","148.0","1.0","53%","5.4","145","551","89","172","27","101","6","54",".312",".375",".514",".889","0","0","0","0","0","0","0","0","0","0","0","0",1963
"3","Whitey Ford","NYY","125.0","3.0","45%","4.4","38","92","5","13","1","4","2","6",".141",".194",".196",".390","24","7","2.74","1.099","38","37","1","269.1","240","26","56","189",1963
"4","Harmon Killebrew","MIN","85.0","0.0","30%","4.2","142","515","88","133","45","96","0","72",".258",".349",".555",".904","0","0","0","0","0","0","0","0","0","0","0","0",1963
"5","Dick Radatz","BOS","84.0","0.0","30%","5.5","66","29","0","2","0","0","0","1",".069",".100",".103",".203","15","6","1.97","1.096","66","0","23","132.1","94","9","51","162",1963
"6","Carl Yastrzemski","BOS","81.0","0.0","29%","6.6","151","570","91","183","14","68","8","95",".321",".418",".475",".894","0","0","0","0","0","0","0","0","0","0","0","0",1963
"7","Earl Battey","MIN","57.0","0.0","20%","4.2","147","508","64","145","26","84","0","61",".285",".369",".476",".845","0","0","0","0","0","0","0","0","0","0","0","0",1963
"8","Gary Peters","CHW","55.0","0.0","20%","7.0","50","81","12","21","3","12","0","3",".259",".287",".444",".732","19","8","2.33","1.070","41","30","1","243.0","192","9","68","189",1963
"9","Pete Ward","CHW","52.0","0.0","19%","4.1","157","600","80","177","22","84","7","52",".295",".353",".482",".835","0","0","0","0","0","0","0","0","0","0","0","0",1963
"10","Bobby Richardson","NYY","43.0","0.0","15%","2.5","151","630","72","167","3","48","15","25",".265",".294",".330",".624","0","0","0","0","0","0","0","0","0","0","0","0",1963
"11","Tom Tresh","NYY","38.0","1.0","14%","4.1","145","520","91","140","25","71","3","83",".269",".371",".487",".857","0","0","0","0","0","0","0","0","0","0","0","0",1963
"12","Camilo Pascual","MIN","29.0","0.0","10%","6.9","33","92","9","23","0","12","0","3",".250",".278",".326",".604","21","9","2.46","1.152","31","31","0","248.1","205","21","81","202",1963
"13","Dick Stuart","BOS","25.0","0.0","9%","1.9","157","612","81","160","42","118","0","44",".261",".312",".521",".833","0","0","0","0","0","0","0","0","0","0","0","0",1963
"14","Albie Pearson","LAA","22.0","0.0","8%","4.9","154","578","92","176","6","47","17","92",".304",".402",".398",".800","0","0","0","0","0","0","0","0","0","0","0","0",1963
"15","Bob Allison","MIN","15.0","0.0","5%","7.4","148","527","99","143","35","91","6","90",".271",".378",".533",".911","0","0","0","0","0","0","0","0","0","0","0","0",1963
"16","Jim Bouton","NYY","11.0","0.0","4%","3.9","40","83","0","6","0","5","0","1",".072",".083",".084",".168","21","7","2.53","1.115","40","30","1","249.1","191","18","87","148",1963
"17","Max Alvis","CLE","10.0","0.0","4%","3.7","158","602","81","165","22","67","9","36",".274",".324",".460",".784","0","0","0","0","0","0","0","0","0","0","0","0",1963
"17","Joe Pepitone","NYY","10.0","0.0","4%","2.9","157","580","79","157","27","89","3","23",".271",".304",".448",".752","0","0","0","0","0","0","0","0","0","0","0","0",1963
"19","Stu Miller","BAL","9.0","0.0","3%","2.9","71","16","1","5","0","3","0","0",".313",".313",".500",".813","5","8","2.24","1.300","71","0","27","112.1","93","5","53","114",1963
"19","Leon Wagner","LAA","9.0","0.0","3%","2.9","149","550","73","160","26","90","5","49",".291",".352",".456",".809","0","0","0","0","0","0","0","0","0","0","0","0",1963
"21","Wayne Causey","KCA","5.0","0.0","2%","3.9","139","554","72","155","8","44","4","56",".280",".345",".395",".740","0","0","0","0","0","0","0","0","0","0","0","0",1963
"21","Rich Rollins","MIN","5.0","0.0","2%","3.5","136","531","75","163","16","61","2","36",".307",".359",".444",".803","0","0","0","0","0","0","0","0","0","0","0","0",1963
"23","Luis Aparicio","BAL","3.0","0.0","1%","2.5","146","601","73","150","5","45","40","36",".250",".291",".331",".623","0","0","0","0","0","0","0","0","0","0","0","0",1963
"23","Bill Dailey","MIN","3.0","0.0","1%","3.9","66","21","2","5","1","4","0","2",".238",".304",".381",".685","6","3","1.99","0.911","66","0","21","108.2","80","9","19","72",1963
"23","Jim Fregosi","LAA","3.0","0.0","1%","4.3","154","592","83","170","9","50","2","36",".287",".325",".422",".748","0","0","0","0","0","0","0","0","0","0","0","0",1963
"26","Nellie Fox","CHW","2.0","0.0","1%","0.9","137","539","54","140","2","42","0","24",".260",".299",".306",".605","0","0","0","0","0","0","0","0","0","0","0","0",1963
"27","Tony Kubek","NYY","1.0","0.0","0%","2.2","135","557","72","143","7","44","4","28",".257",".294",".343",".637","0","0","0","0","0","0","0","0","0","0","0","0",1963
"27","Floyd Robinson","CHW","1.0","0.0","0%","2.8","146","527","71","149","13","71","4","62",".283",".361",".419",".781","0","0","0","0","0","0","0","0","0","0","0","0",1963
"27","Norm Siebern","KCA","1.0","0.0","0%","0.9","152","556","80","151","16","83","1","79",".272",".358",".410",".768","0","0","0","0","0","0","0","0","0","0","0","0",1963
"1","Brooks Robinson","BAL","269.0","18.0","96%","8.1","163","612","82","194","28","118","1","51",".317",".368",".521",".889","0","0","0","0","0","0","0","0","0","0","0","0",1964
"2","Mickey Mantle","NYY","171.0","2.0","61%","4.8","143","465","92","141","35","111","6","99",".303",".423",".591","1.015","0","0","0","0","0","0","0","0","0","0","0","0",1964
"3","Elston Howard","NYY","124.0","0.0","44%","5.5","150","550","63","172","15","84","1","48",".313",".371",".455",".825","0","0","0","0","0","0","0","0","0","0","0","0",1964
"4","Tony Oliva","MIN","99.0","0.0","35%","6.8","161","672","109","217","32","94","12","34",".323",".359",".557",".916","0","0","0","0","0","0","0","0","0","0","0","0",1964
"5","Dean Chance","LAA","97.0","0.0","35%","8.7","46","89","3","7","0","0","0","3",".079",".109",".079",".187","20","9","1.65","1.006","46","35","4","278.1","194","7","86","207",1964
"6","Pete Ward","CHW","67.0","0.0","24%","6.3","144","539","61","152","23","94","1","56",".282",".348",".473",".821","0","0","0","0","0","0","0","0","0","0","0","0",1964
"7","Bill Freehan","DET","44.0","0.0","16%","5.3","144","520","69","156","18","80","5","36",".300",".350",".462",".812","0","0","0","0","0","0","0","0","0","0","0","0",1964
"7","Gary Peters","CHW","44.0","0.0","16%","5.0","54","120","9","25","4","19","0","2",".208",".228",".367",".594","20","8","2.50","1.173","37","36","0","273.2","217","20","104","205",1964
"9","Dick Radatz","BOS","37.0","0.0","13%","6.0","79","37","2","6","0","4","0","0",".162",".184",".189",".373","16","9","2.29","1.025","79","0","29","157.0","103","13","58","181",1964
"10","Harmon Killebrew","MIN","31.0","0.0","11%","4.7","158","577","95","156","49","111","0","93",".270",".377",".548",".924","0","0","0","0","0","0","0","0","0","0","0","0",1964
"11","Boog Powell","BAL","28.0","0.0","10%","5.7","134","424","74","123","39","99","0","76",".290",".399",".606","1.005","0","0","0","0","0","0","0","0","0","0","0","0",1964
"12","Wally Bunker","BAL","23.0","0.0","8%","3.3","29","72","6","5","0","2","0","10",".069",".183",".097",".280","19","5","2.69","1.042","29","29","0","214.0","161","17","62","96",1964
"13","Jim Fregosi","LAA","21.0","0.0","8%","7.9","147","505","86","140","18","72","8","72",".277",".369",".463",".833","0","0","0","0","0","0","0","0","0","0","0","0",1964
"14","Al Kaline","DET","17.0","0.0","6%","5.6","146","525","77","154","17","68","4","75",".293",".383",".469",".851","0","0","0","0","0","0","0","0","0","0","0","0",1964
"15","Floyd Robinson","CHW","14.0","0.0","5%","4.3","141","525","83","158","11","59","9","70",".301",".388",".408",".795","0","0","0","0","0","0","0","0","0","0","0","0",1964
"16","Ron Hansen","CHW","10.0","0.0","4%","7.7","158","575","85","150","20","68","1","73",".261",".347",".419",".766","0","0","0","0","0","0","0","0","0","0","0","0",1964
"17","Bobby Richardson","NYY","9.0","0.0","3%","0.4","159","679","90","181","4","50","11","28",".267",".294",".333",".626","0","0","0","0","0","0","0","0","0","0","0","0",1964
"17","Leon Wagner","CLE","9.0","0.0","3%","-0.6","163","641","94","162","31","100","14","56",".253",".316",".434",".750","0","0","0","0","0","0","0","0","0","0","0","0",1964
"19","Juan Pizarro","CHW","8.0","0.0","3%","4.1","33","90","6","19","3","15","0","1",".211",".217",".322",".540","19","9","2.56","1.038","33","33","0","239.0","193","23","55","162",1964
"19","Hoyt Wilhelm","CHW","8.0","0.0","3%","2.8","73","21","2","3","0","3","0","1",".143",".182",".143",".325","12","9","1.99","0.944","73","0","27","131.1","94","7","30","95",1964
"21","Whitey Ford","NYY","7.0","0.0","3%","6.8","39","67","5","8","0","2","0","10",".119",".244",".134",".378","17","6","2.13","1.099","39","36","1","244.2","212","10","57","172",1964
"21","Joe Horlen","CHW","7.0","0.0","3%","4.8","32","69","2","11","0","5","0","2",".159",".183",".159",".343","13","9","1.88","0.935","32","28","0","210.2","142","11","55","138",1964
"23","Bob Allison","MIN","5.0","0.0","2%","6.4","149","492","90","141","32","86","10","92",".287",".404",".553",".957","0","0","0","0","0","0","0","0","0","0","0","0",1964
"23","Rocky Colavito","KCA","5.0","0.0","2%","4.1","160","588","89","161","34","102","3","83",".274",".366",".507",".873","0","0","0","0","0","0","0","0","0","0","0","0",1964
"25","Wayne Causey","KCA","4.0","0.0","1%","3.1","157","604","82","170","8","49","0","88",".281",".377",".386",".763","0","0","0","0","0","0","0","0","0","0","0","0",1964
"25","Roger Maris","NYY","4.0","0.0","1%","3.8","141","513","86","144","26","71","3","62",".281",".364",".464",".828","0","0","0","0","0","0","0","0","0","0","0","0",1964
"25","Mel Stottlemyre","NYY","4.0","0.0","1%","3.0","14","37","2","9","0","3","0","1",".243",".282",".270",".552","9","3","2.06","1.167","13","12","0","96.0","77","3","35","49",1964
"28","Luis Aparicio","BAL","3.0","0.0","1%","5.1","146","578","93","154","10","37","57","49",".266",".324",".363",".688","0","0","0","0","0","0","0","0","0","0","0","0",1964
"28","Dick Stuart","BOS","3.0","0.0","1%","0.4","156","603","73","168","33","114","0","37",".279",".320",".491",".811","0","0","0","0","0","0","0","0","0","0","0","0",1964
"30","Eddie Bressoud","BOS","2.0","0.0","1%","4.6","158","566","86","166","15","55","1","72",".293",".372",".456",".828","0","0","0","0","0","0","0","0","0","0","0","0",1964
"30","Claude Osteen","WSA","2.0","0.0","1%","3.8","40","90","8","14","1","7","1","3",".156",".188",".233",".421","15","13","3.33","1.245","37","36","0","257.0","256","20","64","133",1964
"30","Dave Wickersham","DET","2.0","0.0","1%","1.5","40","82","1","6","0","1","0","2",".073",".094",".085",".179","19","12","3.44","1.201","40","36","1","254.0","224","28","81","164",1964
"33","Don Lock","WSA","1.0","0.0","0%","3.4","152","512","73","127","28","80","4","79",".248",".346",".461",".807","0","0","0","0","0","0","0","0","0","0","0","0",1964
"1","Zoilo Versalles","MIN","275.0","19.0","98%","7.2","160","666","126","182","19","77","27","41",".273",".319",".462",".781","0","0","0","0","0","0","0","0","0","0","0","0",1965
"2","Tony Oliva","MIN","174.0","1.0","62%","5.4","149","576","107","185","16","98","19","55",".321",".378",".491",".870","0","0","0","0","0","0","0","0","0","0","0","0",1965
"3","Brooks Robinson","BAL","150.0","0.0","54%","4.5","144","559","81","166","18","80","3","47",".297",".351",".445",".797","0","0","0","0","0","0","0","0","0","0","0","0",1965
"4","Eddie Fisher","CHW","122.0","0.0","44%","2.2","82","29","3","4","0","1","0","1",".138",".167",".172",".339","15","7","2.40","0.974","82","0","24","165.1","118","13","43","90",1965
"5","Rocky Colavito","CLE","89.0","0.0","32%","3.3","162","592","92","170","26","108","1","93",".287",".383",".468",".851","0","0","0","0","0","0","0","0","0","0","0","0",1965
"6","Mudcat Grant","MIN","74.0","0.0","26%","2.6","50","97","13","15","0","8","0","7",".155",".212",".227",".438","21","7","3.30","1.158","41","39","0","270.1","252","34","61","142",1965
"7","Stu Miller","BAL","45.0","0.0","16%","4.1","67","16","1","1","0","2","0","1",".063",".118",".125",".243","14","7","1.89","0.997","67","0","24","119.1","87","5","32","104",1965
"8","Willie Horton","DET","24.0","0.0","9%","3.0","143","512","69","140","29","104","5","48",".273",".340",".490",".831","0","0","0","0","0","0","0","0","0","0","0","0",1965
"9","Tom Tresh","NYY","23.0","0.0","8%","3.8","156","602","94","168","26","74","5","59",".279",".348",".477",".825","0","0","0","0","0","0","0","0","0","0","0","0",1965
"10","Earl Battey","MIN","22.0","0.0","8%","3.2","131","394","36","117","6","60","0","50",".297",".375",".409",".783","0","0","0","0","0","0","0","0","0","0","0","0",1965
"10","Don Wert","DET","22.0","0.0","8%","3.2","162","609","81","159","12","53","5","73",".261",".341",".363",".704","0","0","0","0","0","0","0","0","0","0","0","0",1965
"10","Carl Yastrzemski","BOS","22.0","0.0","8%","5.0","133","494","78","154","20","72","7","70",".312",".395",".536",".932","0","0","0","0","0","0","0","0","0","0","0","0",1965
"13","Jimmie Hall","MIN","19.0","0.0","7%","4.3","148","522","81","149","20","86","14","51",".285",".347",".464",".810","0","0","0","0","0","0","0","0","0","0","0","0",1965
"14","Mel Stottlemyre","NYY","17.0","0.0","6%","6.9","37","99","8","13","2","8","0","1",".131",".140",".232",".372","20","9","2.63","1.162","37","37","0","291.0","250","18","88","155",1965
"15","Harmon Killebrew","MIN","15.0","0.0","5%","4.4","113","401","78","108","25","75","0","72",".269",".384",".501",".885","0","0","0","0","0","0","0","0","0","0","0","0",1965
"16","Al Kaline","DET","9.0","0.0","3%","2.8","125","399","72","112","18","72","6","72",".281",".388",".471",".859","0","0","0","0","0","0","0","0","0","0","0","0",1965
"17","Jerry Adair","BAL","7.0","0.0","3%","2.7","157","582","51","151","7","66","6","35",".259",".303",".351",".653","0","0","0","0","0","0","0","0","0","0","0","0",1965
"17","Ron Hansen","CHW","7.0","0.0","3%","3.3","162","587","61","138","11","66","1","60",".235",".304",".344",".649","0","0","0","0","0","0","0","0","0","0","0","0",1965
"17","Sam McDowell","CLE","7.0","0.0","3%","7.9","43","95","5","12","0","4","0","1",".126",".135",".137",".272","17","11","2.18","1.136","42","35","4","273.0","178","9","132","325",1965
"20","Bobby Richardson","NYY","6.0","0.0","2%","-1.0","160","664","76","164","6","47","7","37",".247",".287",".322",".609","0","0","0","0","0","0","0","0","0","0","0","0",1965
"21","Vic Davalillo","CLE","5.0","0.0","2%","4.2","142","505","67","152","5","40","26","35",".301",".344",".372",".716","0","0","0","0","0","0","0","0","0","0","0","0",1965
"21","Jim Fregosi","CAL","5.0","0.0","2%","5.2","161","602","66","167","15","64","13","54",".277",".337",".407",".744","0","0","0","0","0","0","0","0","0","0","0","0",1965
"21","Fred Whitfield","CLE","5.0","0.0","2%","2.1","132","468","49","137","26","90","2","16",".293",".316",".513",".829","0","0","0","0","0","0","0","0","0","0","0","0",1965
"24","Bobby Knoop","CAL","4.0","0.0","1%","2.2","142","465","47","125","7","43","3","31",".269",".313",".383",".696","0","0","0","0","0","0","0","0","0","0","0","0",1965
"25","Don Buford","CHW","3.0","0.0","1%","6.9","155","586","93","166","10","47","17","67",".283",".358",".389",".747","0","0","0","0","0","0","0","0","0","0","0","0",1965
"25","Mickey Mantle","NYY","3.0","0.0","1%","1.8","122","361","44","92","19","46","4","73",".255",".379",".452",".831","0","0","0","0","0","0","0","0","0","0","0","0",1965
"25","Pete Richert","WSA","3.0","0.0","1%","4.8","42","64","2","10","0","6","0","3",".156",".194",".156",".350","15","12","2.60","1.186","34","29","0","194.0","146","18","84","161",1965
"25","Floyd Robinson","CHW","3.0","0.0","1%","4.1","156","577","70","153","14","66","4","76",".265",".352",".385",".737","0","0","0","0","0","0","0","0","0","0","0","0",1965
"29","Bert Campaneris","KCA","2.0","0.0","1%","1.3","144","578","67","156","6","42","51","41",".270",".326",".382",".709","0","0","9.00","3.000","1","0","0","1.0","1","0","2","1",1965
"29","Frank Howard","WSA","2.0","0.0","1%","2.3","149","516","53","149","21","84","0","55",".289",".358",".477",".835","0","0","0","0","0","0","0","0","0","0","0","0",1965
"29","Ron Kline","WSA","2.0","0.0","1%","1.9","74","7","0","0","0","0","0","0",".000",".000",".000",".000","7","6","2.63","1.389","74","0","29","99.1","106","7","32","52",1965
"29","Felix Mantilla","BOS","2.0","0.0","1%","1.3","150","534","60","147","18","92","7","79",".275",".374",".416",".790","0","0","0","0","0","0","0","0","0","0","0","0",1965
"33","Norm Cash","DET","1.0","0.0","0%","5.4","142","467","79","124","30","83","6","77",".266",".371",".512",".883","0","0","0","0","0","0","0","0","0","0","0","0",1965
"33","Tony Conigliaro","BOS","1.0","0.0","0%","3.4","138","521","82","140","32","82","4","51",".269",".338",".512",".850","0","0","0","0","0","0","0","0","0","0","0","0",1965
"1","Frank Robinson","BAL","280.0","20.0","100%","7.7","155","576","122","182","49","122","8","87",".316",".410",".637","1.047","0","0","0","0","0","0","0","0","0","0","0","0",1966
"2","Brooks Robinson","BAL","153.0","0.0","55%","4.6","157","620","91","167","23","100","2","56",".269",".333",".444",".776","0","0","0","0","0","0","0","0","0","0","0","0",1966
"3","Boog Powell","BAL","122.0","0.0","44%","4.0","140","491","78","141","34","109","0","67",".287",".372",".532",".903","0","0","0","0","0","0","0","0","0","0","0","0",1966
"4","Harmon Killebrew","MIN","96.0","0.0","34%","5.9","162","569","89","160","39","110","0","103",".281",".391",".538",".929","0","0","0","0","0","0","0","0","0","0","0","0",1966
"5","Jim Kaat","MIN","84.0","0.0","30%","5.0","47","118","12","23","2","13","0","5",".195",".228",".280",".507","25","13","2.75","1.070","41","41","0","304.2","271","29","55","205",1966
"6","Tony Oliva","MIN","71.0","0.0","25%","6.4","159","622","99","191","25","87","13","42",".307",".353",".502",".854","0","0","0","0","0","0","0","0","0","0","0","0",1966
"7","Al Kaline","DET","66.0","0.0","24%","5.6","142","479","85","138","29","88","5","81",".288",".392",".534",".927","0","0","0","0","0","0","0","0","0","0","0","0",1966
"8","Tommie Agee","CHW","63.0","0.0","23%","6.4","160","629","98","172","22","86","44","41",".273",".326",".447",".773","0","0","0","0","0","0","0","0","0","0","0","0",1966
"9","Luis Aparicio","BAL","51.0","0.0","18%","4.2","151","659","97","182","6","41","25","33",".276",".311",".366",".676","0","0","0","0","0","0","0","0","0","0","0","0",1966
"10","Bert Campaneris","KCA","36.0","0.0","13%","3.6","142","573","82","153","5","42","52","25",".267",".302",".379",".681","0","0","0","0","0","0","0","0","0","0","0","0",1966
"11","Stu Miller","BAL","27.0","0.0","10%","3.4","51","19","2","2","0","3","0","0",".105",".105",".105",".211","9","4","2.25","0.946","51","0","18","92.0","65","5","22","67",1966
"12","Norm Cash","DET","23.0","0.0","8%","3.7","160","603","98","168","32","93","2","66",".279",".351",".478",".829","0","0","0","0","0","0","0","0","0","0","0","0",1966
"13","Jack Aker","KCA","22.0","0.0","8%","4.6","66","21","1","2","0","2","0","0",".095",".095",".143",".238","8","4","1.99","0.965","66","0","32","113.0","81","6","28","68",1966
"14","Earl Wilson","TOT","13.0","0.0","5%","7.7","45","96","20","23","7","22","0","8",".240",".299",".500",".799","18","11","3.07","1.091","38","37","0","264.0","214","30","74","200",1966
"15","Denny McLain","DET","12.0","0.0","4%","2.3","38","93","10","17","0","5","1","5",".183",".224",".204",".429","20","14","3.92","1.169","38","38","0","264.1","205","42","104","192",1966
