"Rank","Name","Tm","Vote Pts","1st Place","Share","WAR","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G","GS","SV","IP","H","HR","BB","SO","Year"
"10","Mike Scott","HOU","33.0","0.0","10%","8.2","38","95","7","12","0","3","0","2",".126",".144",".147",".292","18","10","2.22","0.923","37","37","0","275.1","182","17","72","306",1986
"11","Bill Doran","HOU","32.0","0.0","10%","3.5","145","550","92","152","6","37","42","81",".276",".368",".373",".741","","","","","","","","","","","","",1986
"12","Eric Davis","CIN","21.0","0.0","6%","5.3","132","415","97","115","27","71","80","68",".277",".378",".523",".901","","","","","","","","","","","","",1986
"13","Steve Sax","LAD","13.0","0.0","4%","4.9","157","633","91","210","6","56","40","59",".332",".390",".441",".830","","","","","","","","","","","","",1986
"14","Ray Knight","NYM","9.0","0.0","3%","2.4","137","486","51","145","11","76","2","40",".298",".351",".424",".775","","","","","","","","","","","","",1986
"15","Mike Krukow","SFG","8.0","0.0","2%","3.5","35","82","7","12","0","8","1","4",".146",".186",".159",".345","20","9","3.05","1.057","34","34","0","245.0","204","24","55","178",1986
"16","Todd Worrell","STL","7.0","0.0","2%","2.6","74","7","0","1","0","0","0","0",".143",".143",".429",".571","9","10","2.08","1.225","74","0","36","103.2","86","9","41","73",1986
"17","Roger McDowell","NYM","5.0","0.0","1%","1.6","75","18","1","5","0","3","0","1",".278",".316",".278",".594","14","9","3.02","1.164","75","0","22","128.0","107","4","42","65",1986
"17","Dave Smith","HOU","5.0","0.0","1%","1.3","54","2","0","0","0","0","0","0",".000",".000",".000",".000","4","7","2.73","1.089","54","0","33","56.0","39","5","22","46",1986
"19","Lenny Dykstra","NYM","4.0","0.0","1%","4.7","147","431","77","127","8","45","31","58",".295",".377",".445",".822","","","","","","","","","","","","",1986
"19","Fernando Valenzuela","LAD","4.0","0.0","1%","6.1","39","109","5","24","0","7","0","0",".220",".218",".257",".475","21","11","3.14","1.155","34","34","0","269.1","226","18","85","242",1986
"21","Candy Maldonado","SFG","2.0","0.0","1%","1.6","133","405","49","102","18","85","4","20",".252",".289",".477",".766","","","","","","","","","","","","",1986
"21","Dale Murphy","ATL","2.0","0.0","1%","2.6","160","614","89","163","29","83","7","75",".265",".347",".477",".824","","","","","","","","","","","","",1986
"21","Bob Ojeda","NYM","2.0","0.0","1%","4.3","32","71","3","8","0","0","0","1",".113",".125",".113",".238","18","5","2.57","1.090","32","30","0","217.1","185","15","52","148",1986
"1","Andre Dawson","CHC","269.0","11.0","80%","4.0","153","621","90","178","49","137","11","32",".287",".328",".568",".896","","","","","","","","","","","","",1987
"2","Ozzie Smith","STL","193.0","9.0","57%","6.4","158","600","104","182","0","75","43","89",".303",".392",".383",".775","","","","","","","","","","","","",1987
"3","Jack Clark","STL","186.0","3.0","55%","5.4","131","419","93","120","35","106","1","136",".286",".459",".597","1.055","","","","","","","","","","","","",1987
"4","Tim Wallach","MON","165.0","1.0","49%","4.3","153","593","89","177","26","123","9","37",".298",".343",".514",".858","0","0","0.00","1.000","1","0","0","1.0","1","0","0","0",1987
"5","Will Clark","SFG","128.0","0.0","38%","4.2","150","529","89","163","35","91","5","49",".308",".371",".580",".951","","","","","","","","","","","","",1987
"6","Darryl Strawberry","NYM","95.0","0.0","28%","6.4","154","532","108","151","39","104","36","97",".284",".398",".583",".981","","","","","","","","","","","","",1987
"7","Tim Raines","MON","80.0","0.0","24%","6.7","139","530","123","175","18","68","50","90",".330",".429",".526",".955","","","","","","","","","","","","",1987
"8","Tony Gwynn","SDP","75.0","0.0","22%","8.6","157","589","119","218","7","54","56","82",".370",".447",".511",".958","","","","","","","","","","","","",1987
"9","Eric Davis","CIN","73.0","0.0","22%","7.9","129","474","120","139","37","100","50","84",".293",".399",".593",".991","","","","","","","","","","","","",1987
"10","Howard Johnson","NYM","42.0","0.0","13%","4.4","157","554","93","147","36","99","32","83",".265",".364",".504",".868","","","","","","","","","","","","",1987
"11","Dale Murphy","ATL","34.0","0.0","10%","7.7","159","566","115","167","44","105","16","115",".295",".417",".580",".997","","","","","","","","","","","","",1987
"12","Vince Coleman","STL","20.0","0.0","6%","2.8","151","623","121","180","3","43","109","70",".289",".363",".358",".721","","","","","","","","","","","","",1987
"13","Juan Samuel","PHI","19.0","0.0","6%","3.7","160","655","113","178","28","100","35","60",".272",".335",".502",".837","","","","","","","","","","","","",1987
"14","Mike Schmidt","PHI","13.0","0.0","4%","6.1","147","522","88","153","35","113","2","83",".293",".388",".548",".936","","","","","","","","","","","","",1987
"15","Pedro Guerrero","LAD","12.0","0.0","4%","4.7","152","545","89","184","27","89","9","74",".338",".416",".539",".955","","","","","","","","","","","","",1987
