"Rank","Name","Tm","Vote Pts","1st Place","Share","WAR","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G","GS","SV","IP","H","HR","BB","SO","Year"
"23","Richie Ashburn","PHI","6.0","0.0","2%","2.6","154","662","84","188","1","37","9","58",".284",".343",".349",".692","","","","","","","","","","","","",1949
"23","Johnny Schmitz","CHC","6.0","0.0","2%","1.6","36","70","4","10","0","4","0","4",".143",".189",".200",".389","11","13","4.35","1.541","36","31","3","207.0","227","11","92","75",1949
"25","Al Dark","BSN","3.0","0.0","1%","1.9","130","529","74","146","3","53","5","31",".276",".317",".355",".673","","","","","","","","","","","","",1949
"25","Marty Marion","STL","3.0","0.0","1%","2.9","134","515","61","140","5","70","0","37",".272",".323",".369",".692","","","","","","","","","","","","",1949
"27","Willie Jones","PHI","2.0","0.0","1%","2.2","149","532","71","130","19","77","3","65",".244",".328",".421",".749","","","","","","","","","","","","",1949
"27","Willard Marshall","NYG","2.0","0.0","1%","4.4","141","499","81","153","12","70","4","78",".307",".401",".429",".830","","","","","","","","","","","","",1949
"27","Earl Torgeson","BSN","2.0","0.0","1%","0.6","25","100","17","26","4","19","4","13",".260",".345",".450",".795","","","","","","","","","","","","",1949
"30","Sid Gordon","NYG","1.0","0.0","0%","5.0","141","489","87","139","26","90","1","95",".284",".404",".505",".909","","","","","","","","","","","","",1949
"30","Dick Sisler","PHI","1.0","0.0","0%","0.6","121","412","42","119","7","50","0","25",".289",".333",".415",".748","","","","","","","","","","","","",1949
"1","Jim Konstanty","PHI","286.0","18.0","85%","4.4","74","37","0","4","0","3","0","0",".108",".108",".108",".216","16","7","2.66","1.039","74","0","22","152.0","108","11","50","56",1950
"2","Stan Musial","STL","158.0","1.0","47%","7.3","146","555","105","192","28","109","5","87",".346",".437",".596","1.034","","","","","","","","","","","","",1950
"3","Eddie Stanky","NYG","144.0","2.0","43%","8.2","152","527","115","158","8","51","9","144",".300",".460",".412",".872","","","","","","","","","","","","",1950
"4","Del Ennis","PHI","104.0","0.0","31%","4.7","153","595","92","185","31","126","2","56",".311",".372",".551",".923","","","","","","","","","","","","",1950
"5","Ralph Kiner","PIT","91.0","1.0","27%","5.2","150","547","112","149","47","118","2","122",".272",".408",".590",".998","","","","","","","","","","","","",1950
"6","Granny Hamner","PHI","79.0","2.0","24%","3.1","157","637","78","172","11","82","2","39",".270",".314",".380",".694","","","","","","","","","","","","",1950
"7","Robin Roberts","PHI","68.0","0.0","20%","6.9","40","102","1","12","0","7","0","8",".118",".182",".118",".299","20","11","3.02","1.180","40","39","1","304.1","282","29","77","146",1950
"8","Gil Hodges","BRO","55.0","0.0","16%","3.4","153","561","98","159","32","113","6","73",".283",".367",".508",".875","","","","","","","","","","","","",1950
"9","Duke Snider","BRO","53.0","0.0","16%","5.6","152","620","109","199","31","107","16","58",".321",".379",".553",".932","","","","","","","","","","","","",1950
"10","Sal Maglie","NYG","51.0","0.0","15%","4.4","47","66","3","8","0","3","1","3",".121",".171",".182",".353","18","4","2.71","1.238","47","16","1","206.0","169","14","86","96",1950
"11","Ewell Blackwell","CIN","41.0","0.0","12%","7.2","40","89","7","13","0","5","0","5",".146",".191",".157",".349","17","15","2.97","1.207","40","32","4","261.0","203","12","112","188",1950
"12","Andy Pafko","CHC","38.0","0.0","11%","6.4","146","514","95","156","36","92","4","69",".304",".397",".591",".989","","","","","","","","","","","","",1950
"13","Roy Campanella","BRO","29.0","0.0","9%","4.8","126","437","70","123","31","89","1","55",".281",".364",".551",".916","","","","","","","","","","","","",1950
"14","Andy Seminick","PHI","25.0","0.0","7%","4.3","130","393","55","113","24","68","0","68",".288",".400",".524",".925","","","","","","","","","","","","",1950
"15","Jackie Robinson","BRO","23.0","0.0","7%","7.4","144","518","99","170","14","81","12","80",".328",".423",".500",".923","","","","","","","","","","","","",1950
"16","Curt Simmons","PHI","22.0","0.0","7%","3.7","34","77","11","12","0","3","0","6",".156",".217",".156",".373","17","8","3.40","1.239","31","27","1","214.2","178","19","88","146",1950
"17","Preacher Roe","BRO","15.0","0.0","4%","4.7","36","91","8","14","0","3","0","2",".154",".172",".165",".337","19","11","3.30","1.241","36","32","1","250.2","245","34","66","125",1950
"18","Ted Kluszewski","CIN","14.0","0.0","4%","2.6","134","538","76","165","25","111","3","33",".307",".348",".515",".863","","","","","","","","","","","","",1950
"18","Don Newcombe","BRO","14.0","0.0","4%","4.2","40","97","8","24","1","8","0","10",".247",".318",".330",".648","19","11","3.70","1.246","40","35","3","267.1","258","22","75","130",1950
"18","Warren Spahn","BSN","14.0","0.0","4%","5.7","41","106","7","23","1","13","1","6",".217",".265",".245",".511","21","17","3.16","1.225","41","39","1","293.0","248","22","111","191",1950
"21","Johnny Sain","BSN","12.0","0.0","4%","3.0","37","102","9","21","1","15","0","6",".206",".257",".255",".512","20","13","3.94","1.308","37","37","0","278.1","294","34","70","96",1950
"22","Sid Gordon","BSN","11.0","0.0","3%","6.3","134","481","78","146","27","103","2","78",".304",".403",".557",".960","","","","","","","","","","","","",1950
"23","Jim Hearn","TOT","10.0","0.0","3%","3.7","22","45","6","7","0","0","1","5",".156",".240",".178",".418","11","4","2.49","0.955","22","16","0","134.0","84","9","44","58",1950
"24","Bob Elliott","BSN","8.0","0.0","2%","4.6","142","531","94","162","24","107","2","68",".305",".386",".512",".898","","","","","","","","","","","","",1950
"24","Pee Wee Reese","BRO","8.0","0.0","2%","4.1","141","531","97","138","11","52","17","91",".260",".369",".380",".750","","","","","","","","","","","","",1950
"24","Eddie Waitkus","PHI","8.0","0.0","2%","1.9","154","641","102","182","2","44","3","55",".284",".341",".359",".700","","","","","","","","","","","","",1950
"27","Sam Jethroe","BSN","6.0","0.0","2%","3.2","141","582","100","159","18","58","35","52",".273",".338",".442",".780","","","","","","","","","","","","",1950
"27","Earl Torgeson","BSN","6.0","0.0","2%","5.9","156","576","120","167","23","87","15","119",".290",".412",".472",".885","","","","","","","","","","","","",1950
"29","Hank Sauer","CHC","5.0","0.0","1%","2.5","145","540","85","148","32","103","1","60",".274",".350",".519",".868","","","","","","","","","","","","",1950
"30","Vern Bickford","BSN","4.0","0.0","1%","4.5","40","116","9","16","0","6","0","3",".138",".160",".138",".298","19","14","3.47","1.332","40","39","0","311.2","293","25","122","126",1950
"30","Carl Furillo","BRO","4.0","0.0","1%","2.2","153","620","99","189","18","106","8","41",".305",".353",".460",".813","","","","","","","","","","","","",1950
"32","Wes Westrum","NYG","3.0","0.0","1%","4.2","140","437","68","103","23","71","2","92",".236",".371",".437",".808","","","","","","","","","","","","",1950
"33","Larry Jansen","NYG","2.0","0.0","1%","5.3","40","96","6","16","1","13","0","3",".167",".192",".219",".411","19","13","3.01","1.065","40","35","3","275.0","238","31","55","161",1950
"33","Dick Sisler","PHI","2.0","0.0","1%","3.4","141","523","79","155","13","83","1","64",".296",".373",".442",".815","","","","","","","","","","","","",1950
"33","Hank Thompson","NYG","2.0","0.0","1%","5.2","148","512","82","148","20","91","8","83",".289",".391",".463",".854","","","","","","","","","","","","",1950
"36","Willie Jones","PHI","1.0","0.0","0%","3.8","157","610","100","163","25","88","5","61",".267",".337",".456",".793","","","","","","","","","","","","",1950
"1","Roy Campanella","BRO","243.0","11.0","72%","6.9","143","505","90","164","33","108","1","53",".325",".393",".590",".983","","","","","","","","","","","","",1951
"2","Stan Musial","STL","191.0","2.0","57%","8.8","152","578","124","205","32","108","4","98",".355",".449",".614","1.063","","","","","","","","","","","","",1951
"3","Monte Irvin","NYG","166.0","5.0","49%","6.9","151","558","94","174","24","121","12","89",".312",".415",".514",".929","","","","","","","","","","","","",1951
"4","Sal Maglie","NYG","153.0","1.0","46%","5.9","42","112","9","17","1","5","0","1",".152",".159",".188",".347","23","6","2.93","1.141","42","37","4","298.0","254","27","86","146",1951
"5","Preacher Roe","BRO","138.0","2.0","41%","4.2","34","89","3","10","0","7","0","2",".112",".132",".112",".244","22","3","3.04","1.207","34","33","0","257.2","247","30","64","113",1951
"6","Jackie Robinson","BRO","92.0","1.0","27%","9.7","153","548","106","185","19","88","25","79",".338",".429",".527",".957","","","","","","","","","","","","",1951
"7","Richie Ashburn","PHI","69.0","0.0","21%","6.7","154","643","92","221","4","63","29","50",".344",".393",".426",".819","","","","","","","","","","","","",1951
"8","Bobby Thomson","NYG","62.0","1.0","18%","5.2","148","518","89","152","32","101","5","73",".293",".385",".562",".947","","","","","","","","","","","","",1951
"9","Murry Dickson","PIT","59.0","1.0","18%","4.2","46","110","16","30","1","8","0","1",".273",".279",".336",".616","20","16","4.02","1.368","45","35","2","288.2","294","32","101","112",1951
"10","Ralph Kiner","PIT","49.0","0.0","15%","8.0","151","531","124","164","42","109","2","137",".309",".452",".627","1.079","","","","","","","","","","","","",1951
"11","Warren Spahn","BSN","45.0","0.0","13%","7.9","42","116","8","22","1","18","0","6",".190",".230",".284",".514","22","14","2.98","1.246","39","36","0","310.2","278","20","109","164",1951
"12","Al Dark","NYG","30.0","0.0","9%","6.3","156","646","114","196","14","69","12","42",".303",".352",".454",".805","","","","","","","","","","","","",1951
"13","Robin Roberts","PHI","27.0","0.0","8%","8.7","44","87","8","15","0","4","2","20",".172",".333",".195",".529","21","15","3.03","1.105","44","39","2","315.0","284","20","64","127",1951
"14","Larry Jansen","NYG","26.0","0.0","8%","4.7","39","96","5","9","0","5","0","7",".094",".155",".094",".249","23","11","3.04","1.112","39","34","0","278.2","254","26","56","145",1951
"15","Pee Wee Reese","BRO","15.0","0.0","4%","5.1","154","616","94","176","10","84","20","81",".286",".371",".393",".763","","","","","","","","","","","","",1951
"16","Sid Gordon","BSN","10.0","0.0","3%","4.9","150","550","96","158","29","109","2","80",".287",".383",".500",".883","","","","","","","","","","","","",1951
"16","Gil Hodges","BRO","10.0","0.0","3%","5.5","158","582","118","156","40","103","9","93",".268",".374",".527",".901","","","","","","","","","","","","",1951
"18","Ken Raffensberger","CIN","8.0","0.0","2%","4.7","42","82","4","10","0","0","0","4",".122",".163",".146",".309","16","17","3.44","1.086","42","33","5","248.2","232","29","38","81",1951
"19","Ewell Blackwell","CIN","6.0","0.0","2%","4.7","39","82","10","24","1","6","0","5",".293",".333",".390",".724","16","15","3.44","1.294","38","32","2","232.2","204","16","97","120",1951
"19","Carl Furillo","BRO","6.0","0.0","2%","3.4","158","667","93","197","16","91","8","43",".295",".344",".427",".772","","","","","","","","","","","","",1951
"19","Johnny Wyrostek","CIN","6.0","0.0","2%","1.5","142","537","52","167","2","61","2","54",".311",".376",".391",".767","","","","","","","","","","","","",1951
"22","Don Newcombe","BRO","3.0","0.0","1%","4.1","40","103","11","23","0","8","0","8",".223",".286",".272",".558","20","9","3.28","1.199","40","36","0","272.0","235","19","91","164",1951
"23","Phil Cavarretta","CHC","1.0","0.0","0%","1.5","89","206","24","64","6","28","0","27",".311",".393",".442",".835","","","","","","","","","","","","",1951
"23","Hank Sauer","CHC","1.0","0.0","0%","2.8","141","525","77","138","30","89","2","45",".263",".325",".486",".810","","","","","","","","","","","","",1951
"1","Hank Sauer","CHC","226.0","8.0","67%","5.6","151","567","89","153","37","121","1","77",".270",".361",".531",".892","","","","","","","","","","","","",1952
"2","Robin Roberts","PHI","211.0","7.0","63%","8.6","39","112","3","14","0","7","0","11",".125",".210",".196",".406","28","7","2.59","1.021","39","37","2","330.0","292","22","45","148",1952
"3","Joe Black","BRO","208.0","8.0","62%","4.1","57","36","1","5","0","5","0","0",".139",".139",".139",".278","15","4","2.15","1.005","56","2","15","142.1","102","9","41","85",1952
"4","Hoyt Wilhelm","NYG","133.0","0.0","40%","2.6","71","38","4","6","1","2","0","1",".158",".179",".237",".416","15","3","2.43","1.155","71","0","11","159.1","127","12","57","108",1952
"5","Stan Musial","STL","127.0","0.0","38%","7.5","154","578","105","194","21","91","7","96",".336",".432",".538",".970","0","0","","","1","0","0","0.0","0","0","0","0",1952
"6","Enos Slaughter","STL","92.0","0.0","27%","4.7","140","510","73","153","11","101","6","70",".300",".386",".445",".831","","","","","","","","","","","","",1952
"7","Jackie Robinson","BRO","31.0","0.0","9%","8.4","149","510","104","157","19","75","24","106",".308",".440",".465",".904","","","","","","","","","","","","",1952
"8","Pee Wee Reese","BRO","29.0","0.0","9%","5.2","149","559","94","152","6","58","30","86",".272",".369",".365",".734","","","","","","","","","","","","",1952
"8","Duke Snider","BRO","29.0","1.0","9%","4.5","144","534","80","162","21","92","7","55",".303",".368",".494",".863","","","","","","","","","","","","",1952
"10","Roy Campanella","BRO","25.0","0.0","7%","4.0","128","468","73","126","22","97","8","57",".269",".352",".453",".805","","","","","","","","","","","","",1952
"10","Red Schoendienst","STL","25.0","0.0","7%","5.4","152","620","91","188","7","67","9","42",".303",".347",".424",".772","","","","","","","","","","","","",1952
"12","Al Dark","NYG","24.0","0.0","7%","5.8","151","589","92","177","14","73","6","47",".301",".357",".431",".788","","","","","","","","","","","","",1952
"13","Murry Dickson","PIT","22.0","0.0","7%","5.2","47","107","4","24","0","6","0","1",".224",".231",".262",".493","14","21","3.57","1.275","43","34","2","277.2","278","26","76","112",1952
"14","Del Ennis","PHI","18.0","0.0","5%","2.9","151","592","90","171","20","107","6","47",".289",".341",".475",".816","","","","","","","","","","","","",1952
"14","Whitey Lockman","NYG","18.0","0.0","5%","4.1","154","606","99","176","13","58","2","67",".290",".363",".396",".759","","","","","","","","","","","","",1952
"16","Bobby Thomson","NYG","17.0","0.0","5%","4.4","153","608","89","164","24","108","5","52",".270",".331",".482",".813","","","","","","","","","","","","",1952
"17","Frank Baumholtz","CHC","16.0","0.0","5%","3.1","103","409","59","133","4","35","5","27",".325",".371",".416",".787","","","","","","","","","","","","",1952
"17","Ted Kluszewski","CIN","16.0","0.0","5%","3.8","135","497","62","159","16","86","3","47",".320",".383",".509",".892","","","","","","","","","","","","",1952
"19","Gil Hodges","BRO","15.0","0.0","4%","5.3","153","508","87","129","32","102","2","107",".254",".386",".500",".886","","","","","","","","","","","","",1952
"19","Roy McMillan","CIN","15.0","0.0","4%","2.3","154","540","60","132","7","57","4","45",".244",".306",".350",".656","","","","","","","","","","","","",1952
"21","Eddie Mathews","BSN","13.0","0.0","4%","2.4","145","528","80","128","25","58","6","59",".242",".320",".447",".767","","","","","","","","","","","","",1952
"22","Bobby Adams","CIN","9.0","0.0","3%","2.3","154","637","85","180","6","48","11","49",".283",".334",".363",".696","","","","","","","","","","","","",1952
"23","Billy Cox","BRO","8.0","0.0","2%","0.1","116","455","56","118","6","34","10","25",".259",".301",".338",".639","","","","","","","","","","","","",1952
"23","Warren Hacker","CHC","8.0","0.0","2%","5.8","34","58","1","7","0","4","1","1",".121",".136",".121",".256","15","9","2.58","0.946","33","20","1","185.0","144","17","31","84",1952
"23","Ralph Kiner","PIT","8.0","0.0","2%","4.3","149","516","90","126","37","87","3","110",".244",".384",".500",".884","","","","","","","","","","","","",1952
"23","Sal Maglie","NYG","8.0","0.0","2%","3.7","35","69","5","5","0","1","0","4",".072",".135",".072",".208","18","8","2.92","1.269","35","31","1","216.0","199","16","75","112",1952
"23","Ken Raffensberger","CIN","8.0","0.0","2%","5.8","38","75","5","8","1","1","0","2",".107",".130",".160",".290","17","13","2.81","1.182","38","33","1","247.0","247","18","45","93",1952
"23","Warren Spahn","BSN","8.0","0.0","2%","6.9","52","112","10","18","2","9","1","4",".161",".190",".250",".440","14","19","2.98","1.159","40","35","3","290.0","263","19","73","183",1952
"29","Preacher Roe","BRO","7.0","0.0","2%","2.1","27","57","2","4","0","3","0","3",".070",".117",".070",".187","11","2","3.12","1.273","27","25","0","158.2","163","16","39","83",1952
"30","Sid Gordon","BSN","6.0","0.0","2%","5.0","144","522","69","151","25","75","0","77",".289",".384",".483",".866","","","","","","","","","","","","",1952
"31","Granny Hamner","PHI","5.0","0.0","1%","4.3","151","596","74","164","17","87","7","27",".275",".307",".428",".734","","","","","","","","","","","","",1952
"31","Solly Hemus","STL","5.0","0.0","1%","6.9","151","570","105","153","15","52","1","96",".268",".392",".425",".817","","","","","","","","","","","","",1952
"31","Monte Irvin","NYG","5.0","0.0","1%","0.6","46","126","10","39","4","21","0","10",".310",".365",".437",".801","","","","","","","","","","","","",1952
"31","George Shuba","BRO","5.0","0.0","1%","2.1","94","256","40","78","9","40","1","38",".305",".395",".465",".859","","","","","","","","","","","","",1952
"31","Eddie Yuhas","STL","5.0","0.0","1%","2.1","54","21","0","4","0","1","0","2",".190",".261",".238",".499","12","2","2.72","1.258","54","2","6","99.1","90","5","35","39",1952
"36","Al Brazle","STL","3.0","0.0","1%","1.9","46","32","1","4","0","3","0","0",".125",".125",".156",".281","12","5","2.72","1.070","46","6","16","109.1","75","6","42","55",1952
"36","Johnny Logan","BSN","3.0","0.0","1%","2.5","117","456","56","129","4","42","1","31",".283",".334",".368",".702","","","","","","","","","","","","",1952
"38","Toby Atwell","CHC","2.0","0.0","1%","1.0","107","362","36","105","2","31","2","40",".290",".362",".367",".730","","","","","","","","","","","","",1952
"38","George Metkovich","PIT","2.0","0.0","1%","1.3","125","373","41","101","7","41","5","32",".271",".335",".391",".726","","","","","","","","","","","","",1952
"40","Walker Cooper","BSN","1.0","0.0","0%","1.2","102","349","33","82","10","55","1","22",".235",".282",".361",".643","","","","","","","","","","","","",1952
"1","Roy Campanella","BRO","297.0","17.0","88%","6.8","144","519","103","162","41","142","4","67",".312",".395",".611","1.006","","","","","","","","","","","","",1953
"2","Eddie Mathews","MLN","216.0","3.0","64%","8.1","157","579","110","175","47","135","1","99",".302",".406",".627","1.033","","","","","","","","","","","","",1953
"3","Duke Snider","BRO","157.0","1.0","47%","9.1","153","590","132","198","42","126","16","82",".336",".419",".627","1.046","","","","","","","","","","","","",1953
"4","Red Schoendienst","STL","155.0","2.0","46%","6.5","146","564","107","193","15","79","3","60",".342",".405",".502",".907","","","","","","","","","","","","",1953
"5","Warren Spahn","MLN","120.0","0.0","36%","9.1","38","105","6","23","2","12","0","1",".219",".226",".324",".550","23","7","2.10","1.058","35","32","3","265.2","211","14","70","148",1953
"6","Robin Roberts","PHI","106.0","1.0","32%","9.9","44","123","14","22","1","7","0","7",".179",".229",".260",".489","23","16","2.75","1.111","44","41","2","346.2","324","30","61","198",1953
"7","Ted Kluszewski","CIN","69.0","0.0","21%","4.9","149","570","97","180","40","108","2","55",".316",".380",".570",".950","","","","","","","","","","","","",1953
"8","Stan Musial","STL","62.0","0.0","18%","7.6","157","593","127","200","30","113","3","105",".337",".437",".609","1.046","","","","","","","","","","","","",1953
"9","Carl Erskine","BRO","54.0","0.0","16%","4.1","43","93","12","20","0","8","0","1",".215",".223",".237",".460","20","6","3.54","1.249","39","33","3","246.2","213","21","95","187",1953
"9","Carl Furillo","BRO","54.0","0.0","16%","4.6","132","479","82","165","21","92","1","34",".344",".393",".580",".973","","","","","","","","","","","","",1953
"11","Pee Wee Reese","BRO","27.0","0.0","8%","5.1","140","524","108","142","13","61","22","82",".271",".374",".420",".794","","","","","","","","","","","","",1953
"12","Jackie Robinson","BRO","19.0","0.0","6%","6.9","136","484","109","159","12","95","17","74",".329",".425",".502",".927","","","","","","","","","","","","",1953
"13","Del Ennis","PHI","14.0","0.0","4%","2.2","152","578","79","165","29","125","1","57",".285",".355",".484",".839","","","","","","","","","","","","",1953
"14","Gil Hodges","BRO","13.0","0.0","4%","4.5","141","520","101","157","31","122","1","75",".302",".393",".550",".943","","","","","","","","","","","","",1953
"15","Monte Irvin","NYG","11.0","0.0","3%","4.4","124","444","72","146","21","97","2","55",".329",".406",".541",".947","","","","","","","","","","","","",1953
"16","Danny O'Connell","PIT","10.0","0.0","3%","2.2","149","588","88","173","7","55","3","57",".294",".361",".401",".762","","","","","","","","","","","","",1953
"17","Harvey Haddix","STL","9.0","0.0","3%","7.3","48","97","21","28","1","11","0","5",".289",".337",".412",".749","20","9","3.06","1.142","36","33","1","253.0","220","24","69","163",1953
"18","Frank Thomas","PIT","6.0","0.0","2%","2.4","128","455","68","116","30","102","1","50",".255",".331",".505",".837","","","","","","","","","","","","",1953
"19","Richie Ashburn","PHI","5.0","0.0","1%","6.4","156","622","110","205","2","57","14","61",".330",".394",".408",".802","","","","","","","","","","","","",1953
"20","Gus Bell","CIN","3.0","0.0","1%","4.6","151","610","102","183","30","105","0","48",".300",".354",".525",".879","","","","","","","","","","","","",1953
"20","Johnny Logan","MLN","3.0","0.0","1%","4.0","150","611","100","167","11","73","2","41",".273",".326",".398",".724","","","","","","","","","","","","",1953
"22","Ruben Gomez","NYG","2.0","0.0","1%","4.2","61","72","15","15","0","4","0","1",".208",".219",".222",".441","13","11","3.40","1.309","29","26","0","204.0","166","17","101","113",1953
"22","Granny Hamner","PHI","2.0","0.0","1%","3.9","154","609","90","168","21","92","2","32",".276",".313",".455",".768","","","","","","","","","","","","",1953
"24","Del Crandall","MLN","1.0","0.0","0%","2.3","116","382","55","104","15","51","2","33",".272",".330",".429",".759","","","","","","","","","","","","",1953
"24","Hank Thompson","NYG","1.0","0.0","0%","4.7","114","388","80","117","24","74","6","60",".302",".400",".567",".967","","","","","","","","","","","","",1953
"1","Willie Mays","NYG","283.0","16.0","84%","10.5","151","565","119","195","41","110","8","66",".345",".411",".667","1.078","","","","","","","","","","","","",1954
"2","Ted Kluszewski","CIN","217.0","7.0","65%","7.7","149","573","104","187","49","141","0","78",".326",".407",".642","1.049","","","","","","","","","","","","",1954
"3","Johnny Antonelli","NYG","154.0","0.0","46%","7.6","39","98","6","16","2","9","0","4",".163",".196",".224",".421","21","7","2.30","1.171","39","37","2","258.2","209","22","94","152",1954
"4","Duke Snider","BRO","135.0","0.0","40%","8.1","149","584","120","199","40","130","6","84",".341",".423",".647","1.071","","","","","","","","","","","","",1954
"5","Al Dark","NYG","110.0","1.0","33%","3.7","154","644","98","189","20","70","5","27",".293",".325",".446",".770","","","","","","","","","","","","",1954
"6","Stan Musial","STL","97.0","0.0","29%","6.5","153","591","120","195","35","126","1","103",".330",".428",".607","1.036","","","","","","","","","","","","",1954
"7","Robin Roberts","PHI","70.0","0.0","21%","8.7","45","122","11","15","0","6","0","5",".123",".155",".189",".344","23","15","2.97","1.025","45","38","4","336.2","289","35","56","185",1954
"8","Joe Adcock","MLN","60.0","0.0","18%","3.5","133","500","73","154","23","87","1","44",".308",".365",".520",".885","","","","","","","","","","","","",1954
"9","Pee Wee Reese","BRO","53.0","0.0","16%","6.2","141","554","98","171","10","69","8","90",".309",".404",".455",".859","","","","","","","","","","","","",1954
"10","Gil Hodges","BRO","40.0","0.0","12%","6.2","154","579","106","176","42","130","3","74",".304",".373",".579",".952","","","","","","","","","","","","",1954
"11","Warren Spahn","MLN","38.0","0.0","11%","5.6","41","101","4","21","1","10","0","7",".208",".266",".297",".563","21","12","3.14","1.228","39","34","2","283.1","262","24","86","136",1954
"12","Don Mueller","NYG","30.0","0.0","9%","2.6","153","619","90","212","4","71","2","22",".342",".363",".444",".807","","","","","","","","","","","","",1954
"13","Red Schoendienst","STL","24.0","0.0","7%","4.8","148","610","98","192","5","79","4","54",".315",".366",".428",".794","","","","","","","","","","","","",1954
"13","Frank Thomas","PIT","24.0","0.0","7%","3.8","153","577","81","172","23","94","3","51",".298",".359",".497",".856","","","","","","","","","","","","",1954
"15","Hoyt Wilhelm","NYG","17.0","0.0","5%","3.1","57","21","0","1","0","1","0","0",".048",".048",".048",".095","12","4","2.10","1.159","57","0","7","111.1","77","5","52","64",1954
"16","Ernie Banks","CHC","14.0","0.0","4%","2.5","154","593","70","163","19","79","6","40",".275",".326",".427",".753","","","","","","","","","","","","",1954
"17","Del Crandall","MLN","13.0","0.0","4%","2.1","138","463","60","112","21","64","0","40",".242",".305",".425",".731","","","","","","","","","","","","",1954
"18","Johnny Logan","MLN","9.0","0.0","3%","3.1","154","560","66","154","8","66","2","51",".275",".339",".373",".712","","","","","","","","","","","","",1954
"19","Richie Ashburn","PHI","5.0","0.0","1%","7.1","153","559","111","175","1","41","11","125",".313",".441",".376",".817","","","","","","","","","","","","",1954
"19","Granny Hamner","PHI","5.0","0.0","1%","4.2","152","596","83","178","13","89","1","53",".299",".351",".466",".818","","","","","","","","","","","","",1954
"19","Eddie Mathews","MLN","5.0","0.0","1%","7.8","138","476","96","138","40","103","10","113",".290",".423",".603","1.026","","","","","","","","","","","","",1954
"22","Sal Maglie","NYG","4.0","0.0","1%","4.2","34","63","3","8","0","1","0","4",".127",".191",".127",".318","14","6","3.26","1.337","34","32","2","218.1","222","21","70","117",1954
"23","Gene Conley","MLN","3.0","0.0","1%","4.1","28","77","5","12","0","3","0","0",".156",".156",".169",".325","14","9","2.96","1.286","28","27","0","194.1","171","17","79","113",1954
"24","Marv Grissom","NYG","2.0","0.0","1%","4.0","56","32","3","5","0","1","0","2",".156",".206",".156",".362","10","7","2.35","1.226","56","3","17","122.1","100","13","50","64",1954
"24","Roy McMillan","CIN","2.0","0.0","1%","1.1","154","588","86","147","4","42","4","47",".250",".308",".313",".621","","","","","","","","","","","","",1954
"26","Dusty Rhodes","NYG","1.0","0.0","0%","2.5","82","164","31","56","15","50","1","18",".341",".410",".695","1.105","","","","","","","","","","","","",1954
"26","Hank Sauer","CHC","1.0","0.0","0%","3.4","142","520","98","150","41","103","2","70",".288",".375",".563",".938","","","","","","","","","","","","",1954
"1","Roy Campanella","BRO","226.0","8.0","67%","5.2","123","446","81","142","32","107","2","56",".318",".395",".583",".978","","","","","","","","","","","","",1955
"2","Duke Snider","BRO","221.0","8.0","66%","8.6","148","538","126","166","42","136","9","104",".309",".418",".628","1.046","","","","","","","","","","","","",1955
"3","Ernie Banks","CHC","195.0","6.0","58%","8.2","154","596","98","176","44","117","9","45",".295",".345",".596",".941","","","","","","","","","","","","",1955
"4","Willie Mays","NYG","165.0","0.0","49%","9.1","152","580","123","185","51","127","24","79",".319",".400",".659","1.059","","","","","","","","","","","","",1955
"5","Robin Roberts","PHI","159.0","1.0","47%","5.8","51","107","12","27","2","13","0","18",".252",".360",".467",".827","23","14","3.28","1.131","41","38","3","305.0","292","41","53","160",1955
"6","Ted Kluszewski","CIN","111.0","0.0","33%","5.2","153","612","116","192","47","113","1","66",".314",".382",".585",".967","","","","","","","","","","","","",1955
"7","Don Newcombe","BRO","89.0","0.0","26%","5.2","57","117","18","42","7","23","1","6",".359",".395",".632","1.028","20","5","3.20","1.113","34","31","0","233.2","222","35","38","143",1955
"8","Stan Musial","STL","46.0","0.0","14%","6.2","154","562","97","179","33","108","5","80",".319",".408",".566",".974","","","","","","","","","","","","",1955
"9","Henry Aaron","MLN","36.0","0.0","11%","6.2","153","602","105","189","27","106","3","49",".314",".366",".540",".906","","","","","","","","","","","","",1955
"9","Pee Wee Reese","BRO","36.0","1.0","11%","4.2","145","553","99","156","10","61","8","78",".282",".371",".403",".774","","","","","","","","","","","","",1955
"11","Johnny Logan","MLN","24.0","0.0","7%","6.0","154","595","95","177","13","83","3","58",".297",".360",".442",".802","","","","","","","","","","","","",1955
"12","Wally Post","CIN","23.0","0.0","7%","5.3","154","601","116","186","40","109","7","60",".309",".372",".574",".946","","","","","","","","","","","","",1955
"13","Del Ennis","PHI","21.0","0.0","6%","3.9","146","564","82","167","29","120","4","46",".296",".346",".518",".864","","","","","","","","","","","","",1955
"14","Richie Ashburn","PHI","17.0","0.0","5%","6.3","140","533","91","180","3","42","12","105",".338",".449",".448",".897","","","","","","","","","","","","",1955
"15","Clem Labine","BRO","11.0","0.0","3%","2.2","60","31","4","3","3","5","0","3",".097",".176",".387",".564","13","5","3.24","1.219","60","8","11","144.1","121","12","55","67",1955
"16","Bob Friend","PIT","10.0","0.0","3%","5.9","44","61","3","10","0","4","0","3",".164",".203",".180",".383","14","9","2.83","1.148","44","20","1","200.1","178","18","52","98",1955
